Population size,"93362",Ancestral population size
Population size,"55968",Pop. size during 1st time interval
Population size,"72998",Pop. size during 2nd time interval
Population size,"30714",Pop. size during 3rd time interval
Population size,"41841",Pop. size during 4th time interval
Population size,"51822",Pop. size during 5th time interval
Population size,"120758",Pop. size during 6th time interval
Population size,"335505",Pop. size during 7th time interval
Time (yrs.),"2046585",Begining of 1st time interval
Time (yrs.),"1219140",Begining of 2nd time interval
Time (yrs.),"782017",Begining of 3rd time interval
Time (yrs.),"432614",Begining of 4th time interval
Time (yrs.),"165305",Begining of 5th time interval
Time (yrs.),"5101",Begining of 6th time interval
Time (yrs.),"2434",Begining of 7th time interval
Generation time (yrs.),11,Average generation interval
Mutation rate,5.7e-9,Per-base per-generation mutation rate
